DESCRIÇÃO_CONTRATO;DESCRIÇÃO_CONTRATADA;DESCRIÇÃO_UNIDADE;DESCRIÇÃO_SERVIÇO;DESCRIÇÃO_PERÍODO;CARGO_EQUIPE_MÍNIMA;CARGA_HORÁRIA_SEMANAL;EQUIPE_MÍNIMA_CONTRATADA;TOTAL_CARGA_HORÁRIA_CONTRATADA;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_SP;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_OS_CLT;TIPO_CONTRATAÇÃO_PREFEITURA_MUNICÍPIO_OS_TERCEIROS;TOTAL_HORAS_APONTADAS;AVALIAÇÃO
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA ESPECIALIDADES BURGO PAULISTA;AMA - ESPECIALIDADES;NOV 2020;PSICÓLOGO;40;1;40;;1;;40;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM POPULAR - MATHEUS SANTAMARIA  - ATÉ MARÇO/2021;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;NOV 2020;ENFERMEIRO;36;4;144;;4;;144;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM POPULAR - MATHEUS SANTAMARIA  - ATÉ MARÇO/2021;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;NOV 2020;MÉDICO CLÍNICO;12;18;216;;;18;216;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM POPULAR - MATHEUS SANTAMARIA  - ATÉ MARÇO/2021;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;NOV 2020;MÉDICO PEDIATRA;12;12;144;;;12;144;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM POPULAR - MATHEUS SANTAMARIA  - ATÉ MARÇO/2021;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;ASSISTENTE SOCIAL;30;1;30;;1;;30;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM POPULAR - MATHEUS SANTAMARIA  - ATÉ MARÇO/2021;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;DENTISTA;20;;;;1;;20;20
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM POPULAR - MATHEUS SANTAMARIA  - ATÉ MARÇO/2021;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;DENTISTA;24;1;24;;;;;-24
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM POPULAR - MATHEUS SANTAMARIA  - ATÉ MARÇO/2021;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;ENFERMEIRO;40;1;40;;1;;40;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM POPULAR - MATHEUS SANTAMARIA  - ATÉ MARÇO/2021;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;ENFERMEIRO;30;2;60;;2;;60;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM POPULAR - MATHEUS SANTAMARIA  - ATÉ MARÇO/2021;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;FARMACÊUTICO;40;1;40;;1;;40;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM POPULAR - MATHEUS SANTAMARIA  - ATÉ MARÇO/2021;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;MÉDICO CLÍNICO;30;1;30;;;;;-30
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM POPULAR - MATHEUS SANTAMARIA  - ATÉ MARÇO/2021;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;MÉDICO CLÍNICO;10;;;;;1;10;10
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM POPULAR - MATHEUS SANTAMARIA  - ATÉ MARÇO/2021;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;MÉDICO CLÍNICO;20;1;20;;1;1;40;20
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM POPULAR - MATHEUS SANTAMARIA  - ATÉ MARÇO/2021;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;MÉDICO GINECOLOGISTA E OBSTETRA;20;1;20;1;;;20;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM POPULAR - MATHEUS SANTAMARIA  - ATÉ MARÇO/2021;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;MÉDICO PEDIATRA;20;1;20;;1;;20;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM POPULAR - MATHEUS SANTAMARIA  - ATÉ MARÇO/2021;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;PSICÓLOGO;40;1;40;;1;;40;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM TRES MARIAS - DR. MAURICIO ZAMIJOVSKY;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;NOV 2020;ENFERMEIRO;36;4;144;;4;;144;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM TRES MARIAS - DR. MAURICIO ZAMIJOVSKY;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;NOV 2020;MÉDICO CLÍNICO;6;1;6;;;1;6;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM TRES MARIAS - DR. MAURICIO ZAMIJOVSKY;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;NOV 2020;MÉDICO CLÍNICO;12;12;144;;;12;144;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM TRES MARIAS - DR. MAURICIO ZAMIJOVSKY;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;NOV 2020;MÉDICO PEDIATRA;12;11;132;;;11;132;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM TRES MARIAS - DR. MAURICIO ZAMIJOVSKY;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;NOV 2020;MÉDICO PEDIATRA;6;1;6;;;1;6;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM TRES MARIAS - DR. MAURICIO ZAMIJOVSKY;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;AGENTE COMUNITÁRIO DE SAÚDE;40;12;480;;11;;440;-40
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM TRES MARIAS - DR. MAURICIO ZAMIJOVSKY;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;ASSISTENTE SOCIAL;30;2;60;;2;;60;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM TRES MARIAS - DR. MAURICIO ZAMIJOVSKY;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;DENTISTA;20;2;40;1;1;;40;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM TRES MARIAS - DR. MAURICIO ZAMIJOVSKY;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;ENFERMEIRO;30;1;30;;1;;30;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM TRES MARIAS - DR. MAURICIO ZAMIJOVSKY;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;ENFERMEIRO;40;3;120;;3;;120;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM TRES MARIAS - DR. MAURICIO ZAMIJOVSKY;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;FARMACÊUTICO;40;1;40;;1;;40;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM TRES MARIAS - DR. MAURICIO ZAMIJOVSKY;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;MÉDICO GENERALISTA;40;2;80;;;;;-80
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM TRES MARIAS - DR. MAURICIO ZAMIJOVSKY;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;MÉDICO PSIQUIATRA;20;1;20;;1;;20;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA JARDIM TRES MARIAS - DR. MAURICIO ZAMIJOVSKY;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;PSICÓLOGO;40;1;40;;1;;40;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA PROF. DR. HUMBERTO CERRUTI - PQ BOTURUSSU;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;NOV 2020;ENFERMEIRO;36;5;180;;5;;180;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA PROF. DR. HUMBERTO CERRUTI - PQ BOTURUSSU;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;NOV 2020;MÉDICO CLÍNICO;12;13;156;;;13;156;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA PROF. DR. HUMBERTO CERRUTI - PQ BOTURUSSU;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;NOV 2020;MÉDICO CLÍNICO;6;4;24;;;4;24;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA PROF. DR. HUMBERTO CERRUTI - PQ BOTURUSSU;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;NOV 2020;MÉDICO PEDIATRA;12;11;132;;;11;132;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA PROF. DR. HUMBERTO CERRUTI - PQ BOTURUSSU;AMA - ASSISTÊNCIA MÉDICA AMBULATORIAL;NOV 2020;MÉDICO PEDIATRA;6;1;6;;;1;6;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA PROF. DR. HUMBERTO CERRUTI - PQ BOTURUSSU;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;AGENTE COMUNITÁRIO DE SAÚDE;40;30;1200;;21;;840;-360
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA PROF. DR. HUMBERTO CERRUTI - PQ BOTURUSSU;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;ASSISTENTE SOCIAL;30;2;60;;2;;60;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA PROF. DR. HUMBERTO CERRUTI - PQ BOTURUSSU;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;DENTISTA;20;3;60;2;1;;60;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA PROF. DR. HUMBERTO CERRUTI - PQ BOTURUSSU;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;ENFERMEIRO;40;5;200;;4;;160;-40
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA PROF. DR. HUMBERTO CERRUTI - PQ BOTURUSSU;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;FARMACÊUTICO;40;1;40;;1;;40;0
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA PROF. DR. HUMBERTO CERRUTI - PQ BOTURUSSU;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;MÉDICO CLÍNICO;20;;;;1;1;40;40
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA PROF. DR. HUMBERTO CERRUTI - PQ BOTURUSSU;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;MÉDICO CLÍNICO;8;;;;;1;8;8
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA PROF. DR. HUMBERTO CERRUTI - PQ BOTURUSSU;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;MÉDICO CLÍNICO;10;;;;;1;10;10
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA PROF. DR. HUMBERTO CERRUTI - PQ BOTURUSSU;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;MÉDICO CLÍNICO;12;;;;;1;12;12
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA PROF. DR. HUMBERTO CERRUTI - PQ BOTURUSSU;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;MÉDICO GENERALISTA;40;5;200;;1;;40;-160
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA PROF. DR. HUMBERTO CERRUTI - PQ BOTURUSSU;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;MÉDICO PEDIATRA;20;;;;1;;20;20
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA PROF. DR. HUMBERTO CERRUTI - PQ BOTURUSSU;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;MÉDICO PEDIATRA;10;;;;;1;10;10
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA PROF. DR. HUMBERTO CERRUTI - PQ BOTURUSSU;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;MÉDICO PSIQUIATRA;10;1;10;;;;;-10
REDE ASSISTENCIAL DA STS ERMELINO MATARAZZO - TA-028/2020 A TA-030/2020 E TA-032/2020 A TA-033/2021;SECONCI - SERVIÇO SOCIAL DA CONSTRUÇÃO CIVIL DO ESTADO DE SÃO PAULO;AMA/UBS INTEGRADA PROF. DR. HUMBERTO CERRUTI - PQ BOTURUSSU;UBS - UNIDADE BÁSICA DE SAÚDE;NOV 2020;PSICÓLOGO;40;1;40;;1;;40;0
